model,channel,edge_row,C,P,S,anchor_family,other_training_family_count,baseline_predicted_P,baseline_rank_true_P,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_anchor_count,offset_predicted_P,offset_rank_true_P,true_P_offset_top1,true_P_offset_top5,true_P_offset_top10,rank_change,top1_rescued,top1_lost,true_anchor_rank,baseline_cosine,adjusted_cosine,residual_improvement_over_raw_cosine
gte_multilingual_base_768d,cn_def,408,頑,元,頁,ROOT-5143,27,固,333,0,0,0,1053,固,544,0,0,0,-211,0,0,544,0.65916544,0.6079196929931641,-0.0512457489967346
gte_multilingual_base_768d,cn_def,433,偈,曷,亻,ROOT-5303,126,敏,602,0,0,0,1053,敏,606,0,0,0,-4,0,0,606,0.5925293,0.5945269465446472,0.0019976496696472
gte_multilingual_base_768d,cn_def,434,喝,曷,口,ROOT-5303,113,湯,640,0,0,0,1053,湯,642,0,0,0,-2,0,0,642,0.58703554,0.5997295379638672,0.0126940011978149
gte_multilingual_base_768d,cn_def,435,愒,曷,忄,ROOT-5303,79,乞,861,0,0,0,1053,乞,848,0,0,0,13,0,0,848,0.56710076,0.568962812423706,0.0018620491027832
gte_multilingual_base_768d,cn_def,436,揭,曷,扌,ROOT-5303,138,陟,535,0,0,0,1053,昌,469,0,0,0,66,0,0,469,0.60016716,0.6120097637176514,0.0118426084518432
gte_multilingual_base_768d,cn_def,437,歇,曷,欠,ROOT-5303,13,歇,930,0,0,0,1053,歇,889,0,0,0,41,0,0,889,0.47662202,0.4977791309356689,0.0211571156978607
gte_multilingual_base_768d,cn_def,439,渴,曷,氵,ROOT-5303,185,味,775,0,0,0,1053,味,762,0,0,0,13,0,0,762,0.5505044,0.5592897534370422,0.0087853670120239
gte_multilingual_base_768d,cn_def,440,碣,曷,石,ROOT-5303,38,札,265,0,0,0,1053,奉,220,0,0,0,45,0,0,220,0.6182405,0.6475685834884644,0.0293281078338623
gte_multilingual_base_768d,cn_def,441,竭,曷,立,ROOT-5303,3,匱,402,0,0,0,1053,匱,373,0,0,0,29,0,0,373,0.6396653,0.5960535407066345,-0.0436117649078369
gte_multilingual_base_768d,cn_def,443,葛,曷,艹,ROOT-5303,150,葛,727,0,0,0,1053,葛,748,0,0,0,-21,0,0,748,0.5113034,0.5554230809211731,0.044119656085968
gte_multilingual_base_768d,cn_def,444,褐,曷,衤,ROOT-5303,33,豐,998,0,0,0,1053,豐,893,0,0,0,105,0,0,893,0.4421256,0.5233699083328247,0.0812443196773529
gte_multilingual_base_768d,cn_def,445,謁,曷,言,ROOT-5303,95,謁,345,0,0,0,1053,謁,366,0,0,0,-21,0,0,366,0.61328804,0.6086036562919617,-0.0046843886375427
gte_multilingual_base_768d,cn_def,448,遏,曷,辶,ROOT-5303,51,弭,510,0,0,0,1053,絕,436,0,0,0,74,0,0,436,0.52492374,0.5442683100700378,0.0193445682525634
gte_multilingual_base_768d,cn_def,1158,佳,圭,亻,ROOT-572D,126,臧,854,0,0,0,1053,臧,852,0,0,0,2,0,0,852,0.4489527,0.4500871896743774,0.0011344850063323
gte_multilingual_base_768d,cn_def,1162,哇,圭,口,ROOT-572D,113,憂,514,0,0,0,1053,憂,510,0,0,0,4,0,0,510,0.57760245,0.627423882484436,0.0498214364051818
gte_multilingual_base_768d,cn_def,1163,奎,圭,大,ROOT-572D,3,婁,71,0,0,0,1053,婁,55,0,0,0,16,0,0,55,0.5692992,0.5053055882453918,-0.0639936327934265
gte_multilingual_base_768d,cn_def,1164,娃,圭,女,ROOT-572D,68,幼,1008,0,0,0,1053,幼,1032,0,0,0,-24,0,0,1032,0.46077913,0.4541139602661133,-0.0066651701927185
gte_multilingual_base_768d,cn_def,1165,恚,圭,心,ROOT-572D,43,忌,789,0,0,0,1053,忌,745,0,0,0,44,0,0,745,0.5486791,0.5960797071456909,0.0474005937576293
gte_multilingual_base_768d,cn_def,1166,桂,圭,木,ROOT-572D,139,棘,285,0,0,0,1053,棘,513,0,0,0,-228,0,0,513,0.5808042,0.5879151821136475,0.0071109533309936
gte_multilingual_base_768d,cn_def,1167,珪,圭,王,ROOT-572D,44,雝,108,0,0,0,1053,雝,755,0,0,0,-647,0,0,755,0.58968586,0.5282282829284668,-0.0614575743675231
gte_multilingual_base_768d,cn_def,1168,畦,圭,田,ROOT-572D,9,荒,896,0,0,0,1053,荒,991,0,0,0,-95,0,0,991,0.5051477,0.5023146867752075,-0.0028330087661743
gte_multilingual_base_768d,cn_def,1169,蛙,圭,虫,ROOT-572D,76,魚,630,0,0,0,1053,魚,708,0,0,0,-78,0,0,708,0.5747915,0.5806877017021179,0.0058962106704711
gte_multilingual_base_768d,cn_def,1170,街,圭,行,ROOT-572D,4,店,553,0,0,0,1053,店,918,0,0,0,-365,0,0,918,0.53020245,0.4124089181423187,-0.1177935302257537
gte_multilingual_base_768d,cn_def,1171,閨,圭,門,ROOT-572D,19,宅,577,0,0,0,1053,宅,616,0,0,0,-39,0,0,616,0.5152637,0.4893931448459625,-0.025870531797409
gte_multilingual_base_768d,cn_def,1172,鞋,圭,革,ROOT-572D,12,衣,229,0,0,0,1053,走,803,0,0,0,-574,0,0,803,0.6350392,0.5605726838111877,-0.0744665265083313
gte_multilingual_base_768d,cn_def,1176,僥,堯,亻,ROOT-582F,126,幸,187,0,0,0,1053,幸,122,0,0,0,65,0,0,122,0.6010982,0.6144136190414429,0.0133154392242431
gte_multilingual_base_768d,cn_def,1177,嬈,堯,女,ROOT-582F,68,旖,98,0,0,0,1053,旖,66,0,0,0,32,0,0,66,0.6781852,0.7085091471672058,0.0303239226341247
gte_multilingual_base_768d,cn_def,1178,撓,堯,扌,ROOT-582F,138,絕,699,0,0,0,1053,迷,690,0,0,0,9,0,0,690,0.5754581,0.5804489254951477,0.004990816116333
gte_multilingual_base_768d,cn_def,1179,曉,堯,日,ROOT-582F,42,旦,92,0,0,0,1053,旦,78,0,0,0,14,0,0,78,0.6779455,0.7036060094833374,0.0256605148315429
gte_multilingual_base_768d,cn_def,1180,橈,堯,木,ROOT-582F,139,舟,60,0,0,0,1053,舟,145,0,0,0,-85,0,0,145,0.69328856,0.6707675457000732,-0.0225210189819335
gte_multilingual_base_768d,cn_def,1181,澆,堯,氵,ROOT-582F,185,沾,50,0,0,0,1053,垂,42,0,0,0,8,0,0,42,0.70171016,0.7335608005523682,0.0318506360054016
gte_multilingual_base_768d,cn_def,1182,燒,堯,火,ROOT-582F,34,烝,182,0,0,0,1053,烝,262,0,0,0,-80,0,0,262,0.66377854,0.6774516105651855,0.0136730670928955
gte_multilingual_base_768d,cn_def,1183,繞,堯,糸,ROOT-582F,97,繫,449,0,0,0,1053,連,566,0,0,0,-117,0,0,566,0.61822265,0.6125776767730713,-0.0056449770927429
gte_multilingual_base_768d,cn_def,1184,翹,堯,羽,ROOT-582F,13,展,12,0,0,0,1053,益,19,0,0,0,-7,0,0,19,0.75674284,0.6923584342002869,-0.0643844008445739
gte_multilingual_base_768d,cn_def,1185,蟯,堯,虫,ROOT-582F,76,蚤,391,0,0,0,1053,微,537,0,0,0,-146,0,0,537,0.588112,0.6226977705955505,0.0345857739448547
gte_multilingual_base_768d,cn_def,1186,遶,堯,辶,ROOT-582F,51,旋,741,0,0,0,1053,旋,749,0,0,0,-8,0,0,749,0.55451274,0.5619226694107056,0.007409930229187
gte_multilingual_base_768d,cn_def,1187,鐃,堯,釒,ROOT-582F,85,奏,344,0,0,0,1053,奏,490,0,0,0,-146,0,0,490,0.61357975,0.614640474319458,0.0010607242584228
gte_multilingual_base_768d,cn_def,1188,饒,堯,飠,ROOT-582F,21,禁,528,0,0,0,1053,禁,427,0,0,0,101,0,0,427,0.6073431,0.6039031744003296,-0.0034399032592773
gte_multilingual_base_768d,cn_def,1189,驍,堯,馬,ROOT-582F,34,賁,120,0,0,0,1053,賁,214,0,0,0,-94,0,0,214,0.64061534,0.601873517036438,-0.0387418270111084
gte_multilingual_base_768d,cn_def,1536,冶,台,冫,ROOT-382F,5,斗,854,0,0,0,1053,鬲,646,0,0,0,208,0,0,646,0.52934617,0.5248464345932007,-0.0044997334480285
gte_multilingual_base_768d,cn_def,1537,始,台,女,ROOT-382F,68,夕,556,0,0,0,1053,夕,595,0,0,0,-39,0,0,595,0.6060686,0.5773613452911377,-0.0287072658538818
gte_multilingual_base_768d,cn_def,1538,怠,台,心,ROOT-382F,43,勤,778,0,0,0,1053,勤,789,0,0,0,-11,0,0,789,0.5842222,0.5828174352645874,-0.0014047622680664
gte_multilingual_base_768d,cn_def,1539,怡,台,忄,ROOT-382F,79,欣,570,0,0,0,1053,欣,637,0,0,0,-67,0,0,637,0.58114105,0.5867160558700562,0.0055750012397766
gte_multilingual_base_768d,cn_def,1540,殆,台,歹,ROOT-382F,10,畏,759,0,0,0,1053,畏,655,0,0,0,104,0,0,655,0.5846588,0.5788300037384033,-0.0058287978172302
gte_multilingual_base_768d,cn_def,1541,治,台,氵,ROOT-382F,185,則,708,0,0,0,1053,則,512,0,0,0,196,0,0,512,0.5712657,0.5726752281188965,0.0014095306396484
gte_multilingual_base_768d,cn_def,1542,笞,台,竹,ROOT-382F,60,打,915,0,0,0,1053,打,965,0,0,0,-50,0,0,965,0.525813,0.5492603778839111,0.0234473943710327
gte_multilingual_base_768d,cn_def,1543,紿,台,糸,ROOT-382F,97,欺,683,0,0,0,1053,欺,416,0,0,0,267,0,0,416,0.56080276,0.5653859972953796,0.0045832395553588
gte_multilingual_base_768d,cn_def,1544,胎,台,肉,ROOT-382F,69,母,655,0,0,0,1053,母,547,0,0,0,108,0,0,547,0.5558716,0.5909071564674377,0.0350355505943298
gte_multilingual_base_768d,cn_def,1545,苔,台,艹,ROOT-382F,150,竹,750,0,0,0,1053,幾,733,0,0,0,17,0,0,733,0.50586677,0.568558931350708,0.0626921653747558
gte_multilingual_base_768d,cn_def,1546,貽,台,貝,ROOT-382F,28,畀,621,0,0,0,1053,畀,494,0,0,0,127,0,0,494,0.57690257,0.6274513006210327,0.0505487322807312
gte_multilingual_base_768d,cn_def,1547,邰,台,阝,ROOT-382F,47,燕,935,0,0,0,1053,燕,848,0,0,0,87,0,0,848,0.463806,0.5126978754997253,0.0488918721675872
gte_multilingual_base_768d,cn_def,1548,颱,台,風,ROOT-382F,3,炎,704,0,0,0,1053,占,502,0,0,0,202,0,0,502,0.49339086,0.5104825496673584,0.017091691493988
gte_multilingual_base_768d,cn_def,1549,飴,台,飠,ROOT-382F,21,甘,803,0,0,0,1053,甘,704,0,0,0,99,0,0,704,0.52938944,0.5749375820159912,0.045548141002655
gte_multilingual_base_768d,cn_def,1550,駘,台,馬,ROOT-382F,34,弱,802,0,0,0,1053,弱,754,0,0,0,48,0,0,754,0.5133969,0.5399430394172668,0.0265461206436157
gte_multilingual_base_768d,cn_def,1579,啻,帝,口,ROOT-5E1D,113,只,1017,0,0,0,1053,只,1013,0,0,0,4,0,0,1013,0.42367256,0.4281330108642578,0.0044604539871215
gte_multilingual_base_768d,cn_def,1580,啼,帝,口,ROOT-5E1D,113,害,936,0,0,0,1053,害,903,0,0,0,33,0,0,903,0.4988106,0.5287001729011536,0.0298895835876464
gte_multilingual_base_768d,cn_def,1581,締,帝,糸,ROOT-5E1D,97,建,961,0,0,0,1053,分,933,0,0,0,28,0,0,933,0.5242617,0.525628387928009,0.0013666749000549
gte_multilingual_base_768d,cn_def,1582,蒂,帝,艹,ROOT-5E1D,150,節,1050,0,0,0,1053,末,1038,0,0,0,12,0,0,1038,0.39965928,0.44876629114151,0.049107015132904
gte_multilingual_base_768d,cn_def,1583,諦,帝,言,ROOT-5E1D,95,知,903,0,0,0,1053,侖,920,0,0,0,-17,0,0,920,0.521811,0.5266323089599609,0.0048213005065917
gte_multilingual_base_768d,cn_def,1584,蹄,帝,𧾷,ROOT-5E1D,47,爪,1042,0,0,0,1053,角,1040,0,0,0,2,0,0,1040,0.43147835,0.4316486120223999,0.0001702606678009
gte_multilingual_base_768d,cn_def,2028,欄,闌,木,ROOT-67EC,139,樊,14,0,0,0,1053,樊,58,0,0,0,-44,0,0,58,0.7388623,0.6795454025268555,-0.059316873550415
gte_multilingual_base_768d,cn_def,2029,瀾,闌,氵,ROOT-67EC,185,丕,140,0,0,0,1053,丕,133,0,0,0,7,0,0,133,0.56517726,0.5879549384117126,0.0227776765823364
gte_multilingual_base_768d,cn_def,2030,爛,闌,火,ROOT-67EC,34,艮,431,0,0,0,1053,艮,392,0,0,0,39,0,0,392,0.61761093,0.6434648036956787,0.0258538722991943
gte_multilingual_base_768d,cn_def,2031,蘭,闌,艹,ROOT-67EC,150,蘭,434,0,0,0,1053,蘭,495,0,0,0,-61,0,0,495,0.5885312,0.6366903781890869,0.0481591820716857
gte_multilingual_base_768d,cn_def,2305,倩,青,亻,ROOT-9752,126,旨,340,0,0,0,1053,旨,293,0,0,0,47,0,0,293,0.5241093,0.5308651924133301,0.0067558884620666
gte_multilingual_base_768d,cn_def,2306,情,青,忄,ROOT-9752,79,欲,104,0,0,0,1053,波,77,0,0,0,27,0,0,77,0.6113881,0.6247844696044922,0.0133963823318481
gte_multilingual_base_768d,cn_def,2307,晴,青,日,ROOT-9752,42,景,22,0,0,0,1053,風,16,0,0,0,6,0,0,16,0.7300167,0.7409846782684326,0.0109679698944091
gte_multilingual_base_768d,cn_def,2308,猜,青,犭,ROOT-9752,27,知,652,0,0,0,1053,知,700,0,0,0,-48,0,0,700,0.5606713,0.5304514765739441,-0.0302198529243469
gte_multilingual_base_768d,cn_def,2309,睛,青,目,ROOT-9752,31,見,835,0,0,0,1053,盧,902,0,0,0,-67,0,0,902,0.4891011,0.547748327255249,0.0586472153663635
gte_multilingual_base_768d,cn_def,2310,精,青,米,ROOT-9752,16,扁,106,0,0,0,1053,廣,116,0,0,0,-10,0,0,116,0.69754755,0.6719295978546143,-0.0256179571151733
gte_multilingual_base_768d,cn_def,2311,菁,青,艹,ROOT-9752,150,臧,233,0,0,0,1053,臧,762,0,0,0,-529,0,0,762,0.56198096,0.4695494174957275,-0.0924315452575683
gte_multilingual_base_768d,cn_def,2312,蜻,青,虫,ROOT-9752,76,蚤,127,0,0,0,1053,單,183,0,0,0,-56,0,0,183,0.6234704,0.6475342512130737,0.0240638256072998
gte_multilingual_base_768d,cn_def,2313,請,青,言,ROOT-9752,95,臣,529,0,0,0,1053,臣,453,0,0,0,76,0,0,453,0.5821142,0.5776424407958984,-0.0044717788696289
gte_multilingual_base_768d,cn_def,2314,靖,青,立,ROOT-9752,3,寧,494,0,0,0,1053,寧,556,0,0,0,-62,0,0,556,0.49067932,0.421943187713623,-0.0687361359596252
gte_multilingual_base_768d,cn_def,2315,靚,青,見,ROOT-9752,3,丰,73,0,0,0,1053,赫,52,0,0,0,21,0,0,52,0.69110966,0.6401377320289612,-0.0509719252586364
gte_multilingual_base_768d,cn_def,2317,鯖,青,魚,ROOT-9752,19,尾,195,0,0,0,1053,前,314,0,0,0,-119,0,0,314,0.52672464,0.5547417402267456,0.0280171036720275
gte_multilingual_base_768d,cn_def,2725,涂,余,氵,ROOT-4F59,185,涂,601,0,0,0,1053,涂,448,0,0,0,153,0,0,448,0.5731987,0.591712474822998,0.018513798713684
gte_multilingual_base_768d,cn_def,2726,徐,余,彳,ROOT-4F59,13,冉,775,0,0,0,1053,冉,746,0,0,0,29,0,0,746,0.57825714,0.5691134929656982,-0.0091436505317687
gte_multilingual_base_768d,cn_def,2727,斜,余,斗,ROOT-4F59,4,仄,790,0,0,0,1053,句,806,0,0,0,-16,0,0,806,0.5410985,0.4907816052436828,-0.0503168702125549
gte_multilingual_base_768d,cn_def,2729,畬,余,田,ROOT-4F59,9,農,785,0,0,0,1053,代,525,0,0,0,260,0,0,525,0.5393102,0.5808110237121582,0.0415008068084716
gte_multilingual_base_768d,cn_def,2730,荼,余,艹,ROOT-4F59,150,禾,1036,0,0,0,1053,禾,1014,0,0,0,22,0,0,1014,0.3980875,0.4714331030845642,0.0733456015586853
gte_multilingual_base_768d,cn_def,2731,蜍,余,虫,ROOT-4F59,76,貝,826,0,0,0,1053,淫,755,0,0,0,71,0,0,755,0.4758556,0.5051209926605225,0.0292654037475585
gte_multilingual_base_768d,cn_def,2732,途,余,辶,ROOT-4F59,51,涂,994,0,0,0,1053,涂,1011,0,0,0,-17,0,0,1011,0.4554495,0.4825228750705719,0.0270733833312988
gte_multilingual_base_768d,cn_def,2733,除,余,阝,ROOT-4F59,47,除,782,0,0,0,1053,除,662,0,0,0,120,0,0,662,0.48191705,0.484055608510971,0.0021385550498962
gte_multilingual_base_768d,cn_def,2734,餘,余,飠,ROOT-4F59,21,沓,692,0,0,0,1053,豐,302,0,0,0,390,0,0,302,0.46032327,0.4970654249191284,0.0367421507835388
gte_multilingual_base_768d,cn_def,2919,娠,辰,女,ROOT-8FB0,68,養,918,0,0,0,1053,及,876,0,0,0,42,0,0,876,0.54409856,0.5608606338500977,0.0167620778083801
gte_multilingual_base_768d,cn_def,2920,宸,辰,宀,ROOT-8FB0,19,冥,273,0,0,0,1053,冥,33,0,0,0,240,0,0,33,0.5137074,0.567323625087738,0.0536162257194519
gte_multilingual_base_768d,cn_def,2921,振,辰,扌,ROOT-8FB0,138,拾,1043,0,0,0,1053,張,1031,0,0,0,12,0,0,1031,0.4757025,0.5038312673568726,0.0281287729740142
gte_multilingual_base_768d,cn_def,2922,晨,辰,日,ROOT-8FB0,42,晨,882,0,0,0,1053,晨,867,0,0,0,15,0,0,867,0.49827778,0.5301381349563599,0.0318603515625
gte_multilingual_base_768d,cn_def,2923,脣,辰,肉,ROOT-8FB0,69,脣,964,0,0,0,1053,脣,973,0,0,0,-9,0,0,973,0.48057956,0.5250247716903687,0.0444452166557312
gte_multilingual_base_768d,cn_def,2924,蜃,辰,虫,ROOT-8FB0,76,條,960,0,0,0,1053,溥,1004,0,0,0,-44,0,0,1004,0.4833786,0.4926634728908539,0.009284883737564
gte_multilingual_base_768d,cn_def,2925,賑,辰,貝,ROOT-8FB0,28,養,1027,0,0,0,1053,宣,1003,0,0,0,24,0,0,1003,0.47416723,0.496697723865509,0.0225304961204528
gte_multilingual_base_768d,cn_def,2926,震,辰,雨,ROOT-8FB0,21,害,832,0,0,0,1053,打,860,0,0,0,-28,0,0,860,0.55462205,0.5721539258956909,0.0175318717956542
gte_multilingual_base_768d,cn_def,3158,掂,店,扌,ROOT-5360,138,輕,482,0,0,0,1053,輕,597,0,0,0,-115,0,0,597,0.6221745,0.6230905652046204,0.0009160637855529
gte_multilingual_base_768d,cn_def,3159,惦,店,忄,ROOT-5360,79,念,752,0,0,0,1053,念,561,0,0,0,191,0,0,561,0.5522404,0.5907077789306641,0.0384674072265625
gte_multilingual_base_768d,en_def_translated_cn_def,31,儐,賓,亻,ROOT-219CD,126,貢,3,0,1,1,1053,客,2,0,1,1,1,0,0,2,0.7519869,0.7556736469268799,0.0036867260932922
gte_multilingual_base_768d,en_def_translated_cn_def,32,嬪,賓,女,ROOT-219CD,68,羲,197,0,0,0,1053,羲,283,0,0,0,-86,0,0,283,0.5442949,0.5481059551239014,0.0038110613822937
gte_multilingual_base_768d,en_def_translated_cn_def,33,擯,賓,扌,ROOT-219CD,138,別,118,0,0,0,1053,別,73,0,0,0,45,0,0,73,0.63789487,0.6463068723678589,0.0084120035171508
gte_multilingual_base_768d,en_def_translated_cn_def,34,檳,賓,木,ROOT-219CD,139,青,715,0,0,0,1053,青,738,0,0,0,-23,0,0,738,0.4750294,0.5095416903495789,0.0345122814178466
gte_multilingual_base_768d,en_def_translated_cn_def,35,殯,賓,歹,ROOT-219CD,10,尸,378,0,0,0,1053,平,306,0,0,0,72,0,0,306,0.36791682,0.3383674323558807,-0.0295493900775909
gte_multilingual_base_768d,en_def_translated_cn_def,36,濱,賓,氵,ROOT-219CD,185,浦,161,0,0,0,1053,浦,63,0,0,0,98,0,0,63,0.56653726,0.6164976358413696,0.0499603748321533
gte_multilingual_base_768d,en_def_translated_cn_def,37,繽,賓,糸,ROOT-219CD,97,亂,626,0,0,0,1053,昌,473,0,0,0,153,0,0,473,0.53358066,0.5502378940582275,0.0166572332382202
gte_multilingual_base_768d,en_def_translated_cn_def,38,鬢,賓,髟,ROOT-219CD,10,眉,282,0,0,0,1053,眉,242,0,0,0,40,0,0,242,0.57859945,0.6312592625617981,0.0526598095893859
gte_multilingual_base_768d,en_def_translated_cn_def,252,刻,亥,刂,ROOT-4EA5,19,翰,717,0,0,0,1053,翰,311,0,0,0,406,0,0,311,0.5423623,0.5952447652816772,0.0528824925422668
gte_multilingual_base_768d,en_def_translated_cn_def,253,劾,亥,力,ROOT-4EA5,15,姦,688,0,0,0,1053,姦,587,0,0,0,101,0,0,587,0.4763301,0.4595851302146911,-0.0167449712753295
gte_multilingual_base_768d,en_def_translated_cn_def,254,咳,亥,口,ROOT-4EA5,113,息,302,0,0,0,1053,息,107,0,0,0,195,0,0,107,0.5095379,0.5656495690345764,0.0561116933822631
gte_multilingual_base_768d,en_def_translated_cn_def,255,垓,亥,土,ROOT-4EA5,65,蕭,89,0,0,0,1053,蕭,67,0,0,0,22,0,0,67,0.6065275,0.6264986395835876,0.0199711322784423
gte_multilingual_base_768d,en_def_translated_cn_def,256,孩,亥,子,ROOT-4EA5,5,嬰,314,0,0,0,1053,丸,719,0,0,0,-405,0,0,719,0.5416031,0.541883111000061,0.0002800226211547
gte_multilingual_base_768d,en_def_translated_cn_def,257,核,亥,木,ROOT-4EA5,139,米,79,0,0,0,1053,秀,90,0,0,0,-11,0,0,90,0.6255992,0.6244814395904541,-0.0011177659034729
gte_multilingual_base_768d,en_def_translated_cn_def,258,欬,亥,欠,ROOT-4EA5,13,息,776,0,0,0,1053,息,637,0,0,0,139,0,0,637,0.530699,0.544593870639801,0.0138948559761047
gte_multilingual_base_768d,en_def_translated_cn_def,259,該,亥,言,ROOT-4EA5,95,宜,452,0,0,0,1053,宜,195,0,0,0,257,0,0,195,0.5308001,0.5586113333702087,0.0278112292289733
gte_multilingual_base_768d,en_def_translated_cn_def,260,閡,亥,門,ROOT-4EA5,19,免,832,0,0,0,1053,免,651,0,0,0,181,0,0,651,0.4980794,0.5103899836540222,0.0123105943202972
gte_multilingual_base_768d,en_def_translated_cn_def,261,頦,亥,頁,ROOT-4EA5,27,領,450,0,0,0,1053,牙,455,0,0,0,-5,0,0,455,0.5631485,0.5760558843612671,0.0129073858261108
gte_multilingual_base_768d,en_def_translated_cn_def,262,駭,亥,馬,ROOT-4EA5,34,畏,498,0,0,0,1053,迷,379,0,0,0,119,0,0,379,0.5205057,0.5329411029815674,0.0124353766441345
gte_multilingual_base_768d,en_def_translated_cn_def,263,骸,亥,骨,ROOT-4EA5,5,肉,204,0,0,0,1053,寬,396,0,0,0,-192,0,0,396,0.578743,0.642757773399353,0.0640147924423217
gte_multilingual_base_768d,en_def_translated_cn_def,398,完,元,宀,ROOT-5143,19,完,165,0,0,0,1053,完,92,0,0,0,73,0,0,92,0.5688971,0.5800787210464478,0.0111815929412841
gte_multilingual_base_768d,en_def_translated_cn_def,404,沅,元,氵,ROOT-5143,185,贛,228,0,0,0,1053,贛,272,0,0,0,-44,0,0,272,0.57239705,0.6040833592414856,0.0316863059997558
gte_multilingual_base_768d,en_def_translated_cn_def,405,玩,元,王,ROOT-5143,44,敖,342,0,0,0,1053,敖,330,0,0,0,12,0,0,330,0.5647548,0.5480306148529053,-0.0167241692543029
gte_multilingual_base_768d,en_def_translated_cn_def,407,阮,元,阝,ROOT-5143,47,彭,662,0,0,0,1053,彭,654,0,0,0,8,0,0,654,0.5158655,0.523098349571228,0.0072328448295593
gte_multilingual_base_768d,en_def_translated_cn_def,408,頑,元,頁,ROOT-5143,27,虐,756,0,0,0,1053,虐,940,0,0,0,-184,0,0,940,0.49638098,0.445700466632843,-0.0506805181503295
gte_multilingual_base_768d,en_def_translated_cn_def,433,偈,曷,亻,ROOT-5303,126,畜,997,0,0,0,1053,畜,1003,0,0,0,-6,0,0,1003,0.4823053,0.4833219647407532,0.0010166764259338
gte_multilingual_base_768d,en_def_translated_cn_def,434,喝,曷,口,ROOT-5303,113,舀,733,0,0,0,1053,舀,849,0,0,0,-116,0,0,849,0.5241426,0.5281839370727539,0.004041314125061
gte_multilingual_base_768d,en_def_translated_cn_def,435,愒,曷,忄,ROOT-5303,79,夸,909,0,0,0,1053,夸,861,0,0,0,48,0,0,861,0.49846727,0.4936631321907043,-0.0048041343688964
gte_multilingual_base_768d,en_def_translated_cn_def,436,揭,曷,扌,ROOT-5303,138,畜,307,0,0,0,1053,畜,305,0,0,0,2,0,0,305,0.56848824,0.5820449590682983,0.0135567188262939
gte_multilingual_base_768d,en_def_translated_cn_def,437,歇,曷,欠,ROOT-5303,13,歇,742,0,0,0,1053,歇,769,0,0,0,-27,0,0,769,0.53470874,0.5240426659584045,-0.0106660723686218
gte_multilingual_base_768d,en_def_translated_cn_def,439,渴,曷,氵,ROOT-5303,185,味,689,0,0,0,1053,味,685,0,0,0,4,0,0,685,0.5445601,0.5632857084274292,0.0187256336212158
gte_multilingual_base_768d,en_def_translated_cn_def,440,碣,曷,石,ROOT-5303,38,札,648,0,0,0,1053,豪,627,0,0,0,21,0,0,627,0.5401589,0.5700255632400513,0.0298666357994079
gte_multilingual_base_768d,en_def_translated_cn_def,441,竭,曷,立,ROOT-5303,3,匱,895,0,0,0,1053,匱,191,0,0,0,704,0,0,191,0.5055587,0.5335674285888672,0.0280086994171142
gte_multilingual_base_768d,en_def_translated_cn_def,443,葛,曷,艹,ROOT-5303,150,葛,449,0,0,0,1053,葛,624,0,0,0,-175,0,0,624,0.48318517,0.5335149168968201,0.0503297448158264
gte_multilingual_base_768d,en_def_translated_cn_def,444,褐,曷,衤,ROOT-5303,33,布,1026,0,0,0,1053,土,1013,0,0,0,13,0,0,1013,0.46729726,0.5081027150154114,0.0408054590225219
gte_multilingual_base_768d,en_def_translated_cn_def,445,謁,曷,言,ROOT-5303,95,謁,418,0,0,0,1053,謁,357,0,0,0,61,0,0,357,0.5683075,0.581386923789978,0.0130794048309326
gte_multilingual_base_768d,en_def_translated_cn_def,448,遏,曷,辶,ROOT-5303,51,蒙,612,0,0,0,1053,蒙,454,0,0,0,158,0,0,454,0.5555821,0.5545240044593811,-0.0010581016540527
gte_multilingual_base_768d,en_def_translated_cn_def,1158,佳,圭,亻,ROOT-572D,126,卓,927,0,0,0,1053,卓,949,0,0,0,-22,0,0,949,0.46767876,0.4580911993980407,-0.0095875561237335
gte_multilingual_base_768d,en_def_translated_cn_def,1162,哇,圭,口,ROOT-572D,113,呂,1003,0,0,0,1053,呂,997,0,0,0,6,0,0,997,0.47247982,0.5159130692481995,0.0434332489967346
gte_multilingual_base_768d,en_def_translated_cn_def,1163,奎,圭,大,ROOT-572D,3,婁,68,0,0,0,1053,婁,14,0,0,0,54,0,0,14,0.5617981,0.5524555444717407,-0.0093425512313842
gte_multilingual_base_768d,en_def_translated_cn_def,1164,娃,圭,女,ROOT-572D,68,幼,1017,0,0,0,1053,幼,1018,0,0,0,-1,0,0,1018,0.4817341,0.4756441116333008,-0.0060899853706359
gte_multilingual_base_768d,en_def_translated_cn_def,1165,恚,圭,心,ROOT-572D,43,尤,1015,0,0,0,1053,尤,995,0,0,0,20,0,0,995,0.4594937,0.5003460645675659,0.0408523678779602
gte_multilingual_base_768d,en_def_translated_cn_def,1166,桂,圭,木,ROOT-572D,139,棘,864,0,0,0,1053,棘,921,0,0,0,-57,0,0,921,0.45675692,0.4888097643852234,0.0320528447628021
gte_multilingual_base_768d,en_def_translated_cn_def,1167,珪,圭,王,ROOT-572D,44,敏,998,0,0,0,1053,敏,1042,0,0,0,-44,0,0,1042,0.46370214,0.4013956785202026,-0.0623064637184143
